TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL
2022-09-23;ERSU.E;ERSU GIDA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTERSU;SI;0;0;0;0;;0;4.48;4.48;4.48;4.45;4.62;4.6;4.6;2.679;4.59;4.6;4.538;16617142.13;3661597;4369;0;6903.68;1541;12;518521.2;112722;65;17751.4;3859;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ESCOM.E;ESCORT TEKNOLOJI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTESCOM;SI;0;0;0;0;;0;20.5;20.7;20.7;19.91;20.76;20.6;20.6;0.488;20.58;20.6;20.343;21119992.72;1038193;2097;0;103500;5000;5;664411.8;32253;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ETILR.E;ETILER GIDA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTETILR;SI;0;0;0;0;;0;7.28;7.3;7.3;7.28;7.76;7.5;7.5;3.022;7.5;7.52;7.553;19017387.57;2517857;6007;0;35864.9;4913;22;75000;10000;25;3750;500;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ETYAT.E;EURO TREND YAT. ORT.;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTETYAT;PY;1;0;0;1;;0;7.58;7.6;7.6;7.23;7.74;7.57;7.57;-0.132;7.57;7.58;7.545;2681235.48;355381;1721;0;11787.6;1551;9;222240.06;29358;17;1566.99;207;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EUHOL.E;EURO YATIRIM HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTEUHOL;SI;0;0;0;0;;0;2.51;2.5;2.5;2.46;2.5;2.46;2.46;-1.992;2.46;2.47;2.478;6343062.85;2559836;2982;0;36960;14784;29;53736.24;21844;24;127725.66;51921;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EUKYO.E;EURO KAPITAL YAT. ORT.;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTEUKYO;PY;1;0;0;1;;0;3.89;3.89;3.89;3.8;3.93;3.89;3.89;0;3.88;3.89;3.874;1067833.31;275663;643;0;3730.51;959;11;7616.62;1958;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;EUYO.E;EURO YAT. ORT.;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTEUYO;PY;1;0;0;1;;0;3.08;3.07;3.07;3.03;3.13;3.1;3.1;0.649;3.07;3.1;3.082;451184.85;146389;295;0;552.6;180;2;207.7;67;20;9.3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FADE.E;FADE GIDA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFADE;SI;0;0;0;0;;0;9.07;9.1;9.1;9.08;9.48;9.4;9.4;3.638;9.37;9.4;9.293;43699739.62;4702631;5708;0;54618.2;6002;11;429410.8;45682;64;150174.4;15976;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FENER.E;FENERBAHCE FUTBOL;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFENER;SI;0;0;0;0;;0;51.7;51.85;51.85;51.15;52.7;52.05;52.05;0.677;52.05;52.1;51.805;103622963.3;2000232;8927;0;146891.05;2833;31;765343.2;14704;51;248642.85;4777;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FLAP.E;FLAP KONGRE TOPLANTI HIZ.;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFLAP;SI;0;0;0;0;;0;7.12;7.19;7.19;6.9;7.29;6.98;6.98;-1.966;6.98;6.99;7.009;28006332.42;3996038;5969;0;40659.45;5655;23;214970.04;30798;40;38739;5550;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FMIZP.E;F-M IZMIT PISTON;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFMIZP;SI;0;0;0;0;;0;136.2;136.5;136.5;134;137.4;134.5;134.5;-1.248;134.5;134.6;135.315;18365438.5;135724;2339;0;40267.5;295;13;438066.5;3257;35;60525;450;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FONET.E;FONET BILGI TEKNOLOJILERI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFONET;SI;0;0;0;0;;0;11.9;11.91;11.91;11.82;12.2;11.85;11.85;-0.42;11.84;11.85;11.959;15535280.13;1299082;3777;0;3418.17;287;11;68860.35;5811;23;31402.5;2650;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FORMT.E;FORMET METAL VE CAM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFORMT;SI;0;0;0;0;;0;1.66;1.66;1.66;1.65;1.74;1.69;1.69;1.807;1.69;1.7;1.711;47959996.61;28028464;3997;0;104259.62;62807;36;384378.67;227443;44;16900;10000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;FRIGO.E;FRIGO PAK GIDA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTFRIGO;SI;0;0;0;0;;0;5.28;5.28;5.28;5.22;5.63;5.35;5.35;1.326;5.35;5.37;5.451;51218162.44;9396109;10588;0;101967.36;19312;27;202941.55;37933;45;2931.8;548;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GARFA.E;GARANTI FAKTORING;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTGARFA;SI;0;0;0;1;;0;15.8;16;16;15.2;16.11;15.64;15.64;-1.013;15.63;15.64;15.595;1927648.92;123609;943;0;2176;136;5;172.04;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GEDZA.E;GEDIZ AMBALAJ;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGEDZA;SI;0;0;0;0;;0;24.62;24.82;24.82;24.5;25.66;25.18;25.18;2.275;25.12;25.18;25.102;27658678.06;1101859;4656;0;292826.36;11798;44;253235.26;10057;42;101450.22;4029;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GENTS.E;GENTAS;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGENTS;SI;0;0;0;0;;0;5.3;5.33;5.33;5.3;5.42;5.39;5.39;1.698;5.39;5.4;5.368;17135821.77;3191951;3592;0;9231.56;1732;8;194083.12;36008;20;199845.03;37077;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GEREL.E;GERSAN ELEKTRIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGEREL;SI;0;0;0;0;;0;5.61;5.67;5.67;5.51;5.73;5.63;5.63;0.357;5.63;5.64;5.641;28254559.33;5009042;3851;0;113967;20100;19;506125.74;89898;46;18021.63;3201;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GLBMD.E;GLOBAL MEN. DEG.;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGLBMD;SI;0;0;0;0;;0;12.3;12.28;12.28;12.07;13.53;13.53;13.53;10;13.51;13.53;13.155;17255443.27;1311678;2203;0;452579.4;36855;12;62616.84;4628;9;38655.21;2857;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GLRYH.E;GULER YAT. HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGLRYH;SI;0;0;0;0;;0;3.32;3.34;3.34;3.32;3.47;3.37;3.37;1.506;3.37;3.38;3.393;16876963.41;4973682;2460;0;53373.2;15980;11;163040.6;48380;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GMTAS.E;GIMAT MAGAZACILIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGMTAS;SI;0;0;0;0;;0;3.47;3.48;3.48;3.45;3.67;3.51;3.51;1.153;3.51;3.52;3.554;51651456.79;14531549;6706;0;322209.72;92589;47;144938.43;41293;25;93380.04;26604;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GOLTS.E;GOLTAS CIMENTO;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGOLTS;SI;0;0;0;0;;0;74.9;75;75;74.2;76.15;75.3;75.3;0.534;75.3;75.4;74.989;22815072.25;304244;2377;0;150375;2005;14;81248.7;1079;18;96609.9;1283;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GRNYO.E;GARANTI YAT. ORT.;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTGRNYO;SI;0;0;0;1;;0;4.42;4.41;4.41;4.05;4.64;4.2;4.2;-4.977;4.19;4.2;4.295;4611491.35;1073712;1901;0;23192.19;5259;22;10206;2430;10;2100;500;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GRSEL.E;GUR-SEL TURIZM TASIMACILIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGRSEL;SI;0;0;0;0;;0;9.25;9.26;9.26;9.06;9.32;9.08;9.08;-1.838;9.08;9.09;9.201;18775978.01;2040542;5376;0;91507.32;9882;31;162940.6;17945;41;9134.48;1006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GSDDE.E;GSD DENIZCILIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGSDDE;SI;0;0;0;0;;0;5.06;5.06;5.06;4.97;5.13;5.06;5.06;0;5.05;5.06;5.051;20635139.8;4085235;2310;0;88119.9;17415;35;126687.22;25037;8;718.52;142;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GSRAY.E;GALATASARAY SPORTIF;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGSRAY;SI;0;0;0;0;;0;5.3;5.31;5.31;5.27;5.5;5.43;5.43;2.453;5.43;5.44;5.382;96855686.5;17996517;10089;0;123685.83;23293;46;667656.51;122957;82;246891.24;45468;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;GZNMI.E;GEZINOMI SEYAHAT;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTGZNMI;SI;0;0;0;0;;0;31.72;31.66;31.66;31.44;32;31.58;31.58;-0.441;31.58;31.6;31.688;23292582.72;735065;5132;0;128128.02;4047;35;161026.42;5099;36;3158;100;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HATEK.E;HATAY TEKSTIL;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHATEK;SI;0;0;0;0;;0;7.58;7.58;7.58;7.58;7.89;7.75;7.75;2.243;7.71;7.75;7.725;12800630.1;1657008;2906;0;11021.32;1454;14;94379.5;12178;24;13345.5;1722;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HDFGS.E;HEDEF GIRISIM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHDFGS;SI;0;0;0;0;;0;2.72;2.72;2.72;2.71;2.83;2.74;2.74;0.735;2.74;2.75;2.763;102254305.44;37014665;6241;0;485468.32;178481;56;673015.24;245626;36;272772.48;99552;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HKTM.E;HIDROPAR HAREKET KONTROL;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHKTM;SI;0;0;0;1;;0;35.16;34.48;34.48;33.18;36.24;33.42;33.42;-4.949;33.42;33.46;34.459;38809709.36;1126261;13857;0;210569.36;6107;135;230531.16;6898;102;201522.6;6030;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HUBVC.E;HUB GIRISIM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHUBVC;SI;0;0;0;0;;0;11;11.04;11.04;10.8;11.12;10.97;10.97;-0.273;10.97;10.98;10.92;19730146.78;1806823;3486;0;19320;1750;41;232289.75;21175;52;16378.21;1493;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HUNER.E;HUN YENILENEBILIR ENERJI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHUNER;SI;0;0;0;0;;0;4.44;4.45;4.45;4.3;4.62;4.3;4.3;-3.153;4.3;4.4;4.484;115567325.2;25771173;15809;0;882234.75;198255;155;6486709.1;1508537;491;908693.2;211324;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;HURGZ.E;HURRIYET GZT.;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTHURGZ;SI;0;0;0;0;;0;2.48;2.51;2.51;2.36;2.52;2.36;2.36;-4.839;2.36;2.37;2.436;20836020.01;8554985;4121;0;42853.23;17073;19;452357.72;191677;110;71550.48;30318;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ICBCT.E;ICBC TURKEY BANK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTICBCT;SI;0;0;0;0;;0;7.01;7.01;7.01;6.95;7.17;7;7;-0.143;6.99;7;7.066;37734980;5340019;6806;0;33879.33;4833;22;651245;93035;43;78827;11261;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IDEAS.E;IDEAL FINANSAL TEKNOLOJILER;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIDEAS;SI;0;0;0;0;;0;21.84;21.96;21.96;21.82;22.5;21.96;21.96;0.549;21.94;21.96;22.068;6953182.6;315075;2013;0;8586.36;391;11;12253.68;558;10;285.48;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IDGYO.E;IDEALIST GMYO;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTIDGYO;SI;0;0;0;1;;0;2.22;2.23;2.23;2.18;2.25;2.23;2.23;0.45;2.23;2.24;2.218;2414375.78;1088536;1228;0;22467.25;10075;6;17862.3;8010;6;52411.69;23503;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IEYHO.E;ISIKLAR ENERJI YAPI HOL.;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIEYHO;SI;0;0;0;0;;0;1.07;1.06;1.06;1.03;1.08;1.05;1.05;-1.869;1.05;1.06;1.058;49216811;46512079;6203;0;654534.1;617485;130;232816.5;221730;81;151617.9;144398;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHAAS.E;IHLAS HABER AJANSI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHAAS;SI;0;0;0;0;;0;63.75;63.8;63.8;61.35;65.15;64.75;64.75;1.569;64.3;64.75;63.111;11457785.5;181551;2545;0;18565.8;291;6;127233.75;1965;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHEVA.E;IHLAS EV ALETLERI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHEVA;SI;0;0;0;0;;0;1.29;1.3;1.3;1.25;1.31;1.25;1.25;-3.101;1.24;1.25;1.273;13398605.92;10526741;2280;0;105376.7;81059;11;873592.5;698874;176;205156.25;164125;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHGZT.E;IHLAS GAZETECILIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHGZT;SI;0;0;0;0;;0;0.7;0.7;0.7;0.69;0.71;0.7;0.7;0;0.69;0.7;0.7;7653824.96;10935212;1440;0;14988.4;21412;24;161516.6;230738;34;77424.9;110607;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHLAS.E;IHLAS HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHLAS;SI;0;0;0;0;;0;0.62;0.62;0.62;0.59;0.63;0.6;0.6;-3.226;0.59;0.6;0.607;48039925.05;79164899;4505;0;588600.1;949355;125;840120;1400200;125;344105.4;573509;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHLGM.E;IHLAS GAYRIMENKUL;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHLGM;SI;0;0;0;0;;0;0.85;0.85;0.85;0.84;0.87;0.85;0.85;0;0.84;0.85;0.853;18401099.14;21564701;2542;0;78318.15;92139;16;390356.55;459243;43;54002.2;63532;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IHYAY.E;IHLAS YAYIN HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIHYAY;SI;0;0;0;0;;0;0.7;0.7;0.7;0.68;0.71;0.69;0.69;-1.429;0.68;0.69;0.693;7044790.87;10159797;753;0;102330.9;146187;11;88506.99;128271;17;8309.67;12043;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IMASM.E;IMAS MAKINA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIMASM;SI;0;0;0;0;;0;72.3;72.5;72.5;71.65;79.5;75.75;75.75;4.772;75.75;75.85;77.099;60236628.75;781294;5222;0;7250;100;4;353449.5;4666;32;84688.5;1118;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;INFO.E;INFO YATIRIM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTINFO;SI;0;0;0;0;;0;12.1;12.13;12.13;12.05;12.45;12.4;12.4;2.479;12.39;12.4;12.2;19903933.07;1631501;2433;0;50776.18;4186;19;256766.8;20707;23;104482.4;8426;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;INTEM.E;INTEMA;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTINTEM;SI;0;0;0;0;;0;81;81.5;81.5;81.3;84.8;81.9;81.9;1.111;81.9;82;82.959;9493817.4;114440;2410;0;39527.5;485;12;36855;450;13;69860.7;853;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISATR.E;IS BANKASI (A);;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTISATR;TF;0;0;0;1;;0;406201.4;0;0;0;0;0;0;0;365582;401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISBTR.E;IS BANKASI (B);;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTISBTR;TF;0;0;0;1;;0;42999.9;43100.1;0;43100.1;44440.1;44440.1;44440.1;3.349;44440;44990;44172.08;220860.4;5;5;0;0;0;0;44440.1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISGSY.E;IS GIRISIM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTISGSY;SI;0;0;0;0;;0;9.51;9.63;9.63;9.48;9.75;9.51;9.51;0;9.51;9.55;9.605;7389132.58;769306;1608;0;11556;1200;10;147433.53;15503;30;8559;900;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISKPL.E;ISIK PLASTIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTISKPL;SI;0;0;0;0;;0;5.14;5.16;5.16;5.13;5.19;5.14;5.14;0;5.14;5.15;5.162;28267934.44;5476476;3719;0;31310.88;6068;18;178363.14;34701;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISKUR.E;IS BANKASI (KUR.);;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTISKUR;TF;0;0;0;1;;0;847000;900000;0;900000;900000;900000;0;6.257;0;0;900000;900000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ISYAT.E;IS YAT. ORT.;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTISYAT;SI;0;0;0;0;;0;3.97;3.98;3.98;3.97;4.12;3.98;3.98;0.252;3.98;4;4.029;13434177.81;3334496;6897;0;13197.68;3316;20;282926.26;71087;59;51954.92;13054;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;ITTFH.E;ITTIFAK HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTITTFH;SI;0;0;0;0;;0;2;2.01;2.01;1.97;2.1;1.98;1.98;-1;1.97;1.98;2.024;82403596.46;40720434;8593;0;186998.34;93034;29;348097.86;175807;46;413439.84;208808;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IZFAS.E;IZMIR FIRCA;;T;MSPOT;EQT;MSPOTEQT;MSPOTEQTIZFAS;SI;0;0;0;1;;0;4.01;3.92;3.92;3.92;4.1;4;4;-0.249;4;4.03;4.031;4251535.76;1054780;1047;0;39200;10000;25;10000;2500;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IZINV.E;IZ YATIRIM HOLDING;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIZINV;PY;1;0;0;0;;0;16.22;16.42;16.42;16.1;16.42;16.13;16.13;-0.555;16.13;16.17;16.17;2835923.55;175387;1415;0;17158.9;1045;10;18323.68;1136;8;4693.83;291;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;IZMDC.E;IZMIR DEMIR CELIK;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTIZMDC;SI;0;0;0;0;;0;3.27;3.33;3.33;3.12;3.36;3.13;3.13;-4.281;3.13;3.14;3.233;163721300.82;50635869;17117;0;1110288.6;333420;160;3752325.38;1198826;280;828708.19;264763;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KAPLM.E;KAPLAMIN;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKAPLM;SI;0;0;0;0;;0;73;73.05;73.05;72.2;78.4;78.4;78.4;7.397;78.4;78.5;75.747;17993442.75;237548;2950;0;28562.55;391;10;789409.6;10069;62;645467.2;8233;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KARTN.E;KARTONSAN;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKARTN;SI;0;0;0;0;;0;71.15;71.25;71.25;70.15;71.9;71.1;71.1;-0.07;71.05;71.1;70.999;29395028.2;414023;3960;0;172710;2424;28;391618.8;5508;48;93638.7;1317;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KARYE.E;KARTAL YEN. ENERJI;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKARYE;SI;0;0;0;0;;0;18.82;18.9;18.9;18;19.46;19;19;0.956;18.98;19;18.876;105963806.44;5613661;15282;0;401020.2;21218;107;510473;26867;43;282397;14863;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KATMR.E;KATMERCILER EKIPMAN;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKATMR;SI;0;0;0;0;;0;1.6;1.62;1.62;1.61;1.67;1.64;1.64;2.5;1.63;1.64;1.642;120715523.86;73500307;7775;0;810035.64;500022;35;594216.28;362327;47;458411.16;279519;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KFEIN.E;KAFEIN YAZILIM;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKFEIN;SI;0;0;0;0;;0;20.6;20.66;20.66;20.6;21.26;20.92;20.92;1.553;20.88;20.92;20.97;14805762.4;706041;3549;0;45617.28;2208;11;260621.36;12458;25;5857.6;280;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-09-23;KGYO.E;KORAY GMYO;;N;MSPOT;EQT;MSPOTEQT;MSPOTEQTKGYO;SI;0;0;0;0;;0;16.95;17;17;16.76;17.14;16.96;16.96;0.059;16.96;16.97;16.886;19598905.06;1160649;9954;0;275944;16232;16;605624.64;35709;16;446726.4;26340;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
